transaction_amount,urgency_score,sender_reputation,receiver_reputation,account_age,velocity,unusual_hour,weekend_flag,device_trust,location_trust,geographic_risk,cross_border,high_risk_country,currency_risk,sanctions_risk,identity_verification,document_quality,biometric_match,suspicious_patterns,ml_anomaly_score,email_risk,communication_anomaly,business_context,urgency_language,relationship_history,merchant_reputation,transaction_context,authorization_method,network_risk,consortium_intel,is_fraud
0.0916268412058711,0.2378841300095687,0.7887363612688819,0.686183931405586,0.6482198166292718,0.5226272119790675,0.3572970417099716,0.16250313666735847,0.6928337699634284,0.8437979308795394,0.31337047498137216,0.017920774682433315,0.04764756083484964,0.1731802850571707,0.2858182043860895,0.9301773597852095,0.944864280214017,0.44036670209869666,0.07452178234597237,0.041286349861163495,0.1035663091018312,0.05444536898647719,0.7606083542727883,0.09497823634080134,0.8889991382958774,0.8592645588068718,0.9135038329841894,0.9123482091549862,0.16115288210939813,0.2391797614537623,0
0.19729777507282253,0.10368217744866565,0.9187812433468957,0.6867679025699751,0.8696674133002142,0.24690734680835918,0.1425253020813541,0.02989902315838029,0.7843518630100156,0.7864710081374328,0.21178152121136903,0.32685139911055483,0.1622721008179529,0.20879082535718216,0.04458783176056183,1.0,0.9234617692192695,0.7784314047964187,0.14990189554152883,0.1971007968062651,0.32177621855434446,0.0852575508803449,0.8694359092528839,0.207608779704027,0.629310225813352,0.8107739628676938,0.7091377588057998,0.8509632840925891,0.368236314642894,0.08967657009476979,0
0.22525277238362348,0.20943301056401273,0.694156965775208,0.8283159740880872,0.9118699101722038,0.04569579372483092,0.05009324680576094,0.1841387788718264,0.9174588600043978,0.7706995858339926,0.1485948615051876,0.04834347938617849,0.009070324820353224,0.10364132286538308,0.1320328763239445,0.8108613437392547,0.6124406250145107,0.8000519772480114,0.25010491403237284,0.2829500374519247,0.1038186788567343,0.0907800437329154,0.7768716021012264,0.16492276996813557,0.9993513122945532,0.7624989396745219,0.90427181103474,0.7639405037414178,0.32026444077382393,0.3381003471918095,0
0.1261519729381466,0.1495337702800151,0.7878311765775712,0.8380603343766042,0.579591370410906,0.037061241127809987,0.0077874135660492795,0.03419622415622265,0.8656665514024976,0.9662495744158548,0.18201996867884032,0.09703784861100095,0.2371413858361342,0.2288454994842367,0.013351001727330692,0.9162267058348601,0.7860283204329823,0.6832582052691942,0.1321719598367254,0.12396968015163945,0.23419760095774073,0.1653512956921591,0.6823401220973438,0.08409049494983477,0.7447873132295352,0.8624828934489287,0.46164245337859205,0.876590490305784,0.2701776728240013,0.2740511484436278,0
0.17148855346620528,0.3467726641265466,0.9662298543797372,0.7734484618746043,0.7552203105741474,0.23079547918218948,0.012865846951069725,0.044098462118526256,0.713879520712406,0.818213318123584,0.22616169341116416,0.24415442259106573,0.08066248718666623,0.13087866998761535,0.18773283202339566,0.8468318661523903,0.6724613868697613,0.7251947471594241,0.14378795376302042,0.20402765221492744,0.1441436740898904,0.1177861628990137,0.843991321717588,0.19602648057502267,0.6338129594231957,1.0,0.8423330999377477,0.8727238714038946,0.03491534998960628,0.03189706754535577,0
0.42358862341350106,0.1889011731388631,0.7688793080786586,0.6414534706613307,0.5555577307925611,0.4645374109403554,0.2505752099389145,0.013776209742229956,0.8825541096913493,0.8410449026728456,0.10892495227103574,0.13778653496778243,0.024482642714318457,0.24486215090384564,0.13678048458794714,0.845149249192351,0.8485518905689639,0.5944239456470124,0.15434298318574638,0.13520464943973806,0.1868920354894393,0.14252719682633164,0.8886237387929448,0.18934590347299052,0.931800545862275,0.9483745092357958,0.8692090120125154,0.7546421036010842,0.46534407272143974,0.24123441400970885,0
0.30873351857583914,0.24868728336854076,0.7977234287696373,0.7683025695290837,0.9370496864615064,0.16398683844368767,0.151193711034852,0.10746658580535214,0.8469175407517567,0.9500466674151237,0.43209345219144185,0.08075104221988363,0.04403768309163123,0.058909610377932645,0.02191910610253287,0.8048306704279267,0.9143670902412447,0.49348844452715523,0.2592832960166871,0.551484196009128,0.4889823310276352,0.23264381706756096,0.753355930798445,0.18562777326290394,0.505315947674164,0.9136000819228824,0.8179164671499752,0.8758605933936632,0.15004813555894647,0.1424218697190113,0
0.17787345229012225,0.3398974026424555,0.9276940343600275,0.6268065991460073,0.7589184093083395,0.08019253170595447,0.18188645061101616,0.07559269664488207,0.46507689086830856,0.8806243422725366,0.21338542539731742,0.341139459915372,0.02393000670315263,0.11684644604264657,0.03287872750114708,0.8351866170815033,0.9394188659803551,0.6865042148695012,0.040430652934512014,0.057540834261939136,0.17977385882336966,0.23802022450165755,0.7004253725018043,0.1832369432621451,0.968469789559874,0.6893952027320897,0.6534641723139327,0.9143040951471982,0.09485319726131893,0.23121767338421054,0
0.28470532075156507,0.21775714540893842,0.761336493585945,0.8188815864937626,0.9209904786483771,0.10026617843790879,0.014487038277141616,0.0624163029705371,0.8368220259910222,0.5586435290204045,0.18942276376869516,0.03516244967584031,0.04412077900661352,0.31568580713273536,0.10498779734615986,0.8877413212674712,0.9391730796319863,0.6783840795948287,0.0393654101062323,0.03575933087882862,0.3589885109246801,0.2546036438519419,0.7642775777077513,0.15744511970944636,0.8046624188285872,0.5382237649259669,0.9241675593187708,0.677109473572791,0.34361242141340514,0.10020809277358908,0
0.4007151944124358,0.26826284592053895,0.9020914541478261,0.7357447652268773,0.8646059448165438,0.16459281230460862,0.0693531548360718,0.20181232555952225,0.8313250398791164,0.750780193358477,0.1975417066262785,0.25249889322250996,0.008669369928878142,0.03310595963266265,0.11989385781994175,0.9867748208228846,0.9296324512012244,0.7788981024664164,0.07297379713434736,0.013260225296332978,0.6311580782581128,0.09746219525658084,0.8451707055839364,0.06744681121591198,0.9800609105085968,0.8709075312268171,0.7589659501194196,0.787639238104903,0.18951927681938238,0.15947710044015592,0
