feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,ENTITY_ID,EVENT_ID,is_fraud,assigned_bank
0.0025309297424769284,0.46557573130760305,0.6668235041580188,0.8073111204012631,0.7884202026458089,0.44317672406274705,0.5383654312181124,0.6272437156092201,0.0858774662428839,0.1446937619570478,0.8059445768705167,0.544699327202001,0.42034120945326336,0.11030366782232409,0.6811757599735369,0.3153774343682102,0.6569324693405362,0.5257903061610762,0.1195631188888937,0.40558486689237766,0.8087465884211533,0.6227380609517854,0.857440634606905,0.3867015447345836,0.6759613183042648,0.44036713579724396,0.9719621902101394,0.6020175643798894,0.38251686750697883,0.7599606680401692,bank_A_entity_0,bank_A_event_0,0,bank_A
0.5901424503573374,0.6236111581995278,0.47975566242978585,0.9202211492981576,-0.09493655624213115,0.6283611946968366,0.6288062884170675,0.41760302745998196,1.15919514850447,0.28171066303882414,0.020729723333241468,-0.0023286075775127424,0.32791882972683334,0.18387605292557546,0.6499837346148887,0.40422935886886097,1.0649013174675153,0.3479389630860793,0.03156357741555271,0.265551321489928,0.42234651744065876,0.4522810047766956,0.9160723230077901,0.13397524412680512,0.6619926242897445,0.8629334295556921,0.07659118770403972,0.6873176369626048,0.9210143780198141,0.9136871967330942,bank_A_entity_1,bank_A_event_1,0,bank_A
0.5732154191441907,0.6857800218130871,0.5204040290227515,0.4755223610054171,0.7729684061204112,0.4339933733584672,0.6421498860606776,0.3585354482260698,-0.15580162128029984,0.16430420598618906,0.7808699152185705,0.24433721970361588,0.5787530282040516,0.773634629161906,0.7272928044332018,0.3385300794061488,0.7362026087871169,1.163628065930995,0.44183727256102234,0.09088093106338763,0.6480484166721632,0.8880408930507289,0.4214625182921715,0.34349421886082643,0.41970511046571607,-0.02148110209604026,0.6910116371296087,0.2885787004579092,0.4662871204198721,0.2822046156105208,bank_A_entity_2,bank_A_event_2,1,bank_A
0.5379422960299436,0.5972981856303029,0.5022607188461602,0.3698259014693446,0.7641094950297607,0.3857421465822988,0.4870351592548806,1.1137318954319253,0.07732950631137969,0.41251541901177935,0.559156505751831,0.3140043442219028,0.34290066176899525,1.2452535717337043,0.06279177459612811,-0.16181163728415937,0.6718170907806348,1.0043029810816297,0.2654667173204657,0.6159811074449715,0.28998208642624906,0.20511811904148658,-0.15105111876275024,0.8317451109631722,0.744246513546595,0.2590910925013123,0.5418259819691619,0.18274322624783285,0.44332883077514457,0.7582216749603512,bank_A_entity_3,bank_A_event_3,0,bank_A
0.9914883638650858,0.7844299451028619,0.5243973158168125,0.2160980535874965,0.6301198802581083,0.11258030508410172,0.47942502845533275,0.5721051960302213,0.40852467838539674,0.3584486074865081,1.0899141732870374,0.21554582188425564,0.36136883367549466,0.5702530176614916,0.4317185959858363,-0.00891368664198533,-0.003134671488331686,0.8118163902435254,0.37658607525197296,0.9044253576738286,0.5996840290581434,-0.0136939424753032,0.974535063823434,0.8782456094429115,0.682193519329409,1.1660133454816348,0.23634054219373624,0.880370276674779,0.5444058582379392,0.4043748745203502,bank_A_entity_4,bank_A_event_4,0,bank_A
-0.0888057581501972,0.6771056814354808,0.44744689627135015,0.3685199586390472,0.10673143222428533,0.8312697721925459,0.6559649748338074,0.24631843790850283,0.40270750126939847,1.0920389782052293,0.531697679986984,0.29470074231309384,0.7161659759694021,0.6165133747539905,0.3037160426426444,0.6778952864713987,0.44685711442864406,0.7097668182744924,0.02550716172826273,0.41387841519631646,0.4309124631427547,0.8032682939351055,0.7665446291887692,0.25562046869549254,0.716635312530739,0.627394973283671,0.5188205160733104,0.38458724287902973,1.0011034636402982,0.8854261393228036,bank_A_entity_5,bank_A_event_5,0,bank_A
0.728014480860836,0.18848226361270942,0.5800812408741549,0.180654943415753,0.032546850664786076,0.007709027481402564,0.6961692001663264,1.0670767673697763,0.41555812519769914,-0.4258110976584306,0.4929868624592068,0.42786993901913223,-0.013557285829147614,0.4361775485699495,1.1493527870975049,0.3057907971450814,0.6815349922091934,0.38204959269868355,0.6401783202401234,0.6176882107900941,0.6380899936105784,0.4226255139084183,0.49589525326400596,0.4368520527398421,0.33648589850180033,0.5752075077784039,0.6286659172639333,0.8147346411221472,0.48731228187955217,0.4732585666739819,bank_A_entity_6,bank_A_event_6,0,bank_A
0.5713664513048916,0.5920616647239303,0.6549158771759129,0.2906509263928282,0.9052425142877973,0.19492054873629555,0.36451676055936444,0.14245503997213071,0.07799564385245711,0.706099443004794,0.4266300874470908,0.5663176289786985,0.7787087356194826,0.808301203515841,0.42915126110594876,0.6437258644522603,0.4627408972624047,0.47916640308084973,0.25868019293118966,0.5442165939162948,0.6117728908197083,0.5974566315547776,0.5481096702380059,0.4356841333793399,-0.011974752974388103,0.0648592377930039,0.3343605394497771,-0.1672953779136922,0.5439727534347663,0.6459013808070345,bank_A_entity_7,bank_A_event_7,0,bank_A
0.6769778474196597,-0.06339025948501986,0.5502481823985684,0.22491689292282968,1.153524809758868,1.093065771583881,0.22536468198522136,0.911299130096375,0.3274049383734522,0.16041283877881535,0.0933281383007501,0.29304085892494103,0.34070536978329,0.5116527397924182,0.6525307349889158,0.6820892894721703,0.40492816638754026,0.8337971807843164,0.46482958728819124,0.627814562775775,0.6151182333358719,-0.1912119334518757,-0.06315460113423843,-0.0032632098156674116,0.7000229676134365,0.5320639753790964,0.8224025115488756,0.6714524592854723,0.4924945259396902,0.26701127422675597,bank_A_entity_8,bank_A_event_8,0,bank_A
0.774137795589402,0.3295034496366067,0.7714673103526186,1.1512286503971478,0.5546770912186723,0.43574542963958873,1.1978624196887284,0.4002775820975704,0.15559372136310595,0.4618311894393304,1.1070207938665408,0.5870197650074024,0.8504790512024938,1.22366055475251,0.3301497741051528,0.7043221246152763,0.47782556522967945,0.838288318705071,0.4887462924301685,0.7356309127393497,0.6799900813913645,0.38189361505637076,0.5236852969363787,0.776130384866119,0.5813117830370291,0.48307154065137614,0.3647284208454533,0.4687507986001459,0.9165058633111964,0.5991334746235524,bank_A_entity_9,bank_A_event_9,1,bank_A
